Commong lines / Lines that are correct: 0

Only in ACL 1 (under permissions): 15858
appadmin001, contract001, createAppointment
tech048, task035, view
tech048, task036, view
tech048, task037, view
tech048, task038, view
tech048, task039, view
tech048, task040, view
tech048, task041, view
tech048, task042, view
tech048, task043, view
tech048, task044, view
tech048, task045, view
tech048, task046, view
tech048, task047, view
tech048, task048, view
tech048, task049, view
tech048, task050, view
tech048, task051, view
tech048, task052, view
tech048, task053, view
tech048, task054, view
tech048, task055, view
tech048, task056, view
tech048, task057, view
tech048, task058, view
tech048, task059, view
tech048, task060, view
tech048, task061, view
tech048, task062, view
tech048, task063, view
tech048, task064, view
tech048, task065, view
tech048, task066, view
tech048, task067, view
tech048, task068, view
tech048, task069, view
tech048, task070, view
tech048, task071, view
tech048, task072, view
tech048, task073, view
tech048, task074, view
tech048, task075, view
tech048, task076, view
tech048, task077, view
tech048, task078, view
tech048, task079, view
tech048, task080, view
tech048, task081, view
tech048, task082, view
tech048, task083, view
tech048, task084, view
tech048, task085, view
tech048, task086, view
tech048, task087, view
tech048, task088, view
tech048, task089, view
tech048, task090, view
tech048, task091, view
tech048, task092, view
tech048, task093, view
tech048, task094, view
tech048, task095, view
tech048, task096, view
tech048, task097, view
tech048, task098, view
tech048, task099, view
tech048, task100, view
tech048, task101, view
tech048, task102, view
tech048, task103, view
tech048, task104, view
tech048, task105, view
tech048, task106, view
tech048, task107, view
tech048, task108, view
tech048, task109, view
tech048, task110, view
tech048, task111, view
tech048, task112, view
tech048, task113, view
tech048, task114, view
tech048, task115, view
tech048, task116, view
tech048, task117, view
tech048, task118, view
tech048, task119, view
tech048, task120, view
tech048, task121, view
tech048, task122, complete
tech048, task122, view
tech048, task123, complete
tech048, task123, view
tech048, task124, view
tech048, task125, view
tech048, task126, view
tech048, task127, view
tech048, task128, view
tech048, task129, view
tech048, task130, view
tech048, task131, view
tech048, task132, view
tech048, task133, view
tech048, task134, view
tech048, task135, view
tech048, task136, view
tech048, task137, view
tech048, task138, view
tech048, task139, view
tech048, task140, view
tech048, task141, view
tech048, task142, view
tech048, task143, view
tech048, task144, view
tech048, task145, view
tech048, task146, view
tech048, task147, view
tech048, task148, view
tech048, task149, view
tech048, task150, view
tech049, task001, view
tech049, task002, view
tech049, task003, view
tech049, task004, view
tech049, task005, view
tech049, task006, view
tech049, task007, view
tech049, task008, view
tech049, task009, view
tech049, task010, view
tech049, task011, view
tech049, task012, view
tech049, task013, view
tech049, task014, view
tech049, task015, view
tech049, task016, view
tech049, task017, view
tech049, task018, view
tech049, task019, view
tech049, task020, view
tech049, task021, view
tech049, task022, view
tech049, task023, view
tech049, task024, view
tech049, task025, view
tech049, task026, view
tech049, task027, view
tech049, task028, view
tech049, task029, view
tech049, task030, view
tech049, task031, view
tech049, task032, view
tech049, task033, view
tech049, task034, view
tech049, task035, view
tech049, task036, view
tech049, task037, view
tech049, task038, view
tech049, task039, view
tech049, task040, view
tech049, task041, view
tech049, task042, view
tech049, task043, view
tech049, task044, view
tech049, task045, view
tech049, task046, view
tech049, task047, view
tech049, task048, view
tech049, task049, view
tech049, task050, view
tech049, task051, view
tech049, task052, view
tech049, task053, view
tech049, task054, view
tech049, task055, view
tech049, task056, view
tech049, task057, view
tech049, task058, view
tech049, task059, view
tech049, task060, view
tech049, task061, view
tech049, task062, view
tech049, task063, view
tech049, task064, view
tech049, task065, view
tech049, task066, view
tech049, task067, view
tech049, task068, view
tech049, task069, view
tech049, task070, view
tech049, task071, view
tech049, task072, view
tech049, task073, view
tech049, task074, view
tech049, task075, view
tech049, task076, view
tech049, task077, view
tech049, task078, view
tech049, task079, view
tech049, task080, view
tech049, task081, view
tech049, task082, view
tech049, task083, view
tech049, task084, view
tech049, task085, view
tech049, task086, view
tech049, task087, view
tech049, task088, view
tech049, task089, view
tech049, task090, view
tech049, task091, view
tech049, task092, view
tech049, task093, view
tech049, task094, view
tech049, task095, view
tech049, task096, view
tech049, task097, view
tech049, task098, view
tech049, task099, view
tech049, task100, view
tech049, task101, view
tech049, task102, view
tech049, task103, view
tech049, task104, view
tech049, task105, view
tech049, task106, view
tech049, task107, view
tech049, task108, view
tech049, task109, view
tech049, task110, view
tech049, task111, view
tech049, task112, view
tech049, task113, view
tech049, task114, view
tech049, task115, view
tech049, task116, view
tech049, task117, view
tech049, task118, view
tech049, task119, view
tech049, task120, view
tech049, task121, view
tech049, task122, view
tech049, task123, view
tech049, task124, view
tech049, task125, view
tech049, task126, view
tech049, task127, view
tech049, task128, view
tech049, task129, view
tech049, task130, view
tech049, task131, view
tech049, task132, view
tech049, task133, view
tech049, task134, view
tech049, task135, complete
tech049, task135, view
tech049, task136, complete
tech049, task136, view
tech049, task137, view
tech049, task138, view
tech049, task139, view
tech049, task140, view
tech049, task141, view
tech049, task142, view
tech049, task143, view
tech049, task144, view
tech049, task145, view
tech049, task146, view
tech049, task147, view
tech049, task148, view
tech049, task149, view
tech049, task150, view
tech050, task001, view
tech050, task002, view
tech050, task003, view
tech050, task004, view
tech050, task005, view
tech050, task006, view
tech050, task007, view
tech050, task008, view
tech050, task009, view
tech050, task010, view
tech050, task011, view
tech050, task012, view
tech050, task013, view
tech050, task014, view
tech050, task015, view
tech050, task016, view
tech050, task017, view
tech050, task018, view
tech050, task019, view
tech050, task020, view
tech050, task021, view
tech050, task022, view
tech050, task023, view
tech050, task024, view
tech050, task025, view
tech050, task026, view
tech050, task027, view
tech050, task028, view
tech050, task029, view
tech050, task030, view
tech050, task031, view
tech050, task032, view
tech050, task033, view
tech050, task034, view
tech050, task035, view
tech050, task036, view
tech050, task037, view
tech050, task038, view
tech050, task039, view
tech050, task040, view
tech050, task041, view
tech050, task042, view
tech050, task043, view
tech050, task044, view
tech050, task045, view
tech050, task046, view
tech050, task047, view
tech050, task048, view
tech050, task049, view
tech050, task050, view
tech050, task051, view
tech050, task052, view
tech050, task053, view
tech050, task054, view
tech050, task055, view
tech050, task056, view
tech050, task057, view
tech050, task058, view
tech050, task059, view
tech050, task060, view
tech050, task061, view
tech050, task062, view
tech050, task063, view
tech050, task064, view
tech050, task065, view
tech050, task066, view
tech050, task067, view
tech050, task068, view
tech050, task069, view
tech050, task070, view
tech050, task071, view
tech050, task072, view
tech050, task073, view
tech050, task074, view
tech050, task075, view
tech050, task076, view
tech050, task077, view
tech050, task078, view
tech050, task079, view
tech050, task080, view
tech050, task081, view
tech050, task082, view
tech050, task083, view
tech050, task084, view
tech050, task085, view
tech050, task086, view
tech050, task087, view
tech050, task088, view
tech050, task089, view
tech050, task090, view
tech050, task091, view
tech050, task092, view
tech050, task093, view
tech050, task094, view
tech050, task095, view
tech050, task096, view
tech050, task097, view
tech050, task098, view
tech050, task099, view
tech050, task100, view
tech050, task101, view
tech050, task102, view
tech050, task103, view
tech050, task104, view
tech050, task105, view
tech050, task106, view
tech050, task107, view
tech050, task108, view
tech050, task109, view
tech050, task110, view
tech050, task111, view
tech050, task112, view
tech050, task113, view
tech050, task114, view
tech050, task115, view
tech050, task116, view
tech050, task117, view
tech050, task118, view
tech050, task119, view
tech050, task120, view
tech050, task121, view
tech050, task122, view
tech050, task123, view
tech050, task124, view
tech050, task125, view
tech050, task126, view
tech050, task127, view
tech050, task128, view
tech050, task129, view
tech050, task130, view
tech050, task131, view
tech050, task132, view
tech050, task133, view
tech050, task134, view
tech050, task135, view
